0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-637.7012329101562,104.29901885986328,4.894947052001953,20.49401092529297,12.552953720092773,2.851410388946533,-6.633389949798584,-4.091277599334717,-10.423917770385742,-6.406949996948242,1.9571484327316284,0.17289306223392487,-1.1702097654342651,-5.292450428009033,-0.5733194947242737,1.019471287727356,-3.4926066398620605,-3.468122959136963,-1.214943766593933,1.9712388515472412,male_calm
-596.9084597961271,86.87193600996335,9.47016196334018,17.10981948235793,11.198965803428383,1.5410563577751664,-6.677264082915084,-5.755428379239118,-9.684471896530672,-6.891255582750597,1.5443026269083275,0.03380275853606968,-1.9865145215505082,-5.103855194825392,-1.2531097801524762,0.5148957674223932,-3.268317440857169,-4.502895206243249,0.16715319294197403,0.2567319699420784,male_calm
-698.0865478515625,99.79592895507812,1.8926787376403809,19.915264129638672,7.532868385314941,1.265761375427246,-9.188655853271484,-5.798194408416748,-12.299710273742676,-4.976399898529053,1.8091593980789185,-1.6395421028137207,-2.6037611961364746,-4.890347003936768,-0.8792221546173096,-1.2502081394195557,-3.4499595165252686,-4.708529472351074,-0.08622417598962784,-3.034043550491333,male_calm
-279.14105224609375,41.09294891357422,-21.319229125976562,7.802911281585693,-13.1405029296875,-9.407660484313965,-15.580646514892578,-6.097223281860352,-24.700902938842773,-9.64029312133789,-5.937896251678467,-10.305975914001465,-4.092835426330566,-5.817179203033447,-10.731522560119629,-0.8235957026481628,-15.885103225708008,-2.0142576694488525,-6.173852443695068,-5.331760406494141,male_angry
-160.07468576244307,17.576057717048545,-2.147435814429325,3.1334174449694907,-4.745001586342109,-6.5107712525376025,-5.911591392244166,-4.481505825506305,-9.470597859178334,-5.907822715155392,-2.8644029580745785,-4.088007426760181,-1.8176393670656974,-2.994765445914178,-4.893175850006488,-2.8804362750828605,-7.163400334061792,-2.147344526194719,-2.359248142679819,-3.7462174493872147,male_angry
-331.0215759277344,39.745704650878906,-22.860626220703125,6.3530402183532715,-16.37442398071289,-11.44088363647461,-17.602815628051758,-9.509994506835938,-27.06133270263672,-6.779750823974609,-7.736475467681885,-9.512968063354492,-3.9789278507232666,-8.940723419189453,-9.39631462097168,-3.595845937728882,-16.38846206665039,1.8396644592285156,-6.579001426696777,-1.3392858505249023,male_angry
-513.024658203125,77.11763763427734,-3.0923571586608887,18.273544311523438,9.781044960021973,-4.164429187774658,-6.952113628387451,-11.518868446350098,-18.644826889038086,-2.869785785675049,-6.480621337890625,-1.6364511251449585,2.136385440826416,-7.296048164367676,-0.7058649659156799,5.5064544677734375,-8.749706268310547,-3.9681777954101562,-2.807969808578491,-2.8086493015289307,male_fear
-387.37265901031753,41.85548335481572,5.128738211490558,10.35961901494568,5.10061951234447,-2.9149517681484087,-4.287355202766151,-10.34451430884624,-13.325823577336584,-7.179831748023866,-5.323718669782419,-3.0166553785817354,-0.7187034881395818,-5.7646930088584165,-3.133508128129389,1.839358946762941,-6.286464018644387,-5.601748075890946,-1.1644029480736715,-4.545544722975664,male_fear
-569.1998901367188,76.3373031616211,-4.784514427185059,18.143468856811523,5.091404914855957,-5.657931804656982,-8.168709754943848,-15.191656112670898,-18.7933292388916,-1.6203745603561401,-5.9002532958984375,2.0014331340789795,1.3371250629425049,-6.697246551513672,3.236743688583374,3.2418651580810547,-10.945347785949707,-1.0016229152679443,-1.7100496292114258,-4.699695110321045,male_fear
-644.8590087890625,69.57308959960938,2.603384494781494,16.99223518371582,7.4690070152282715,2.9955062866210938,-2.6257104873657227,-7.836774826049805,-13.316398620605469,-4.5269551277160645,-0.04887345805764198,-2.3890721797943115,-0.24224498867988586,-3.906938314437866,-2.9427409172058105,1.6781845092773438,-6.506072044372559,-2.5956456661224365,-0.6044840216636658,-0.40580424666404724,male_neutral
-491.5050590040674,37.06987543345739,8.698377409003884,11.960728701488417,3.8821325251385037,1.037257775738686,-1.9852677796559288,-9.287605414951303,-9.993058091174612,-4.932854290020564,-1.3294935672441246,-1.829244147890707,-1.021602115902605,-3.1613231439945015,-1.9605028337994523,0.33493293020945414,-5.2663767000972905,-3.2029183222102406,0.4648140768685967,-2.567415780407109,male_neutral
-696.8063354492188,64.59526824951172,-0.6472682356834412,16.123701095581055,3.6630027294158936,0.34804782271385193,-6.693716526031494,-11.785224914550781,-14.311959266662598,-2.9846267700195312,-0.6742983460426331,-2.8591091632843018,-2.577526807785034,-4.494417667388916,-0.12055426836013794,0.10494664311408997,-8.675241470336914,-1.6831178665161133,-1.5013604164123535,-4.121702671051025,male_neutral
-651.362060546875,80.43482971191406,0.01408024039119482,21.21332550048828,7.332284450531006,-0.09152158349752426,1.0437544584274292,-9.878589630126953,-17.09418487548828,-5.034422874450684,-3.7210140228271484,-3.0077908039093018,-0.5475919246673584,-5.1599202156066895,-3.9434401988983154,2.8438525199890137,-4.745461940765381,-5.556056976318359,-2.688154697418213,0.07512804120779037,male_sad
-483.2842922449716,36.53536645391715,11.209621126188813,15.029955369648189,5.784673269120234,-0.29177001780333167,-0.1902592070729494,-8.566499522616871,-11.974449367591872,-6.894829833467945,-3.4900968963798107,-2.64060370721291,-0.6785522817617944,-2.7933242378826333,-3.291117271981587,1.0274845051556225,-3.7991461196316183,-5.482571269224049,-0.7447187850442366,-1.6593039394853335,male_sad
-707.165283203125,79.90645599365234,-2.0036251544952393,23.563100814819336,4.8183112144470215,-0.35012152791023254,-2.7856435775756836,-15.986921310424805,-17.7086124420166,-2.0234200954437256,-2.883655309677124,-2.8459174633026123,-2.0063412189483643,-6.563071250915527,-2.017244577407837,3.656583309173584,-7.469538688659668,-4.8680877685546875,-1.3727306127548218,-3.7066564559936523,male_sad
-626.439453125,88.23174285888672,-6.596569538116455,20.613853454589844,9.298240661621094,-1.6821249723434448,-1.2693196535110474,-10.730237007141113,-15.260711669921875,-7.171762943267822,-2.768256187438965,-2.201235294342041,-2.776972770690918,-4.4138102531433105,-1.5101906061172485,-0.8382973670959473,-5.899542331695557,-3.45007586479187,-2.7097249031066895,0.31628862023353577,male_sad
